gene,n_metabolites,n_cell_types,n_tests
ENSG00000260196,7,2,7
ENSG00000260578,7,1,7
ENSG00000261600,7,2,8
ENSG00000264727,7,3,7
ENSG00000264869,7,1,7
ENSG00000265775,7,1,7
ENSG00000267009,7,2,9
ENSG00000267503,7,1,7
ENSG00000267610,7,1,7
ENSG00000269918,7,2,7
ENSG00000270022,7,3,7
ENSG00000272505,7,2,8
ENSG00000272754,7,1,7
ENSG00000273118,7,3,10
ENSG00000274964,7,1,7
ENSG00000278462,7,3,7
ENSG00000282440,7,1,7
ENSG00000285367,7,2,7
ENSG00000285651,7,1,7
ENSG00000285666,7,2,7
ENSG00000285935,7,2,7
ENSG00000286248,7,2,8
ENSG00000286269,7,2,10
ENSG00000286416,7,1,7
ENSG00000286632,7,2,7
ENSG00000286708,7,2,8
ENSG00000286913,7,1,7
ENSG00000286961,7,1,7
ENSG00000287106,7,1,7
ENSG00000287134,7,2,7
ENSG00000287232,7,1,7
ENSG00000287255,7,3,7
ENSG00000287344,7,1,7
ENSG00000287397,7,1,7
ENSG00000287451,7,2,7
ENSG00000287536,7,1,7
ENSG00000287621,7,1,7
ENSG00000287731,7,1,7
ENSG00000288036,7,2,7
ENSG00000288891,7,4,7
ENSG00000289128,7,2,8
ENSG00000289153,7,2,8
ENSG00000289228,7,2,7
ENSG00000289420,7,2,7
ENSG00000289899,7,1,7
ENSG00000289956,7,3,9
ENSG00000290461,7,1,7
ENSG00000290597,7,3,12
ENSG00000290673,7,1,7
ENSG00000290924,7,1,7
ENSG00000290948,7,2,7
ENSG00000290955,7,3,8
ENSG00000291007,7,2,7
ENSG00000291081,7,2,7
ENSG00000291096,7,1,7
EPB41L4A-DT,7,1,7
EPHA8,7,2,9
ERGIC3,7,4,7
ERICH3-AS1,7,3,8
ETS2,7,1,7
EXD2,7,1,7
FAM174C,7,3,7
FAM227A,7,2,9
FAM78B-AS1,7,1,7
FAM98C,7,1,7
FANCE,7,2,8
FCHO2-DT,7,1,7
FCMR,7,3,7
FEN1,7,2,7
FGFBP3,7,3,8
FIBP,7,3,7
FRMPD1,7,2,7
FRRS1L,7,3,8
FUT9,7,2,9
FZD3,7,1,7
FZD6,7,1,7
GABBR1,7,2,8
GALNT7-DT,7,1,7
GARIN1B,7,2,7
GAS1,7,2,7
GCSH,7,4,7
GLB1L3,7,2,11
GLRX2,7,2,7
GNA14,7,3,8
GOT1,7,3,8
GPC6-AS2,7,3,7
GPR26,7,2,9
GPR61,7,2,8
GPRIN1,7,1,7
GRB14,7,4,8
GREM1,7,3,12
GRINA,7,3,7
GSAP,7,2,7
GTF2H5,7,4,7
H3-3A-DT,7,2,7
H3C7,7,1,7
HBA2,7,6,8
HINT2,7,2,7
HNRNPM,7,2,7
HRNR,7,1,7
HS2ST1,7,1,7
HSD17B11,7,2,8
HSPD1,7,3,7
HTATIP2,7,3,8
HTR7,7,2,7
HUNK,7,3,11
IDH3A,7,1,7
IFFO2,7,1,7
IFI27L1,7,2,7
IGFBP7-AS1,7,3,9
INHBA-AS1,7,3,8
INHBB,7,3,7
IRAG2,7,2,12
IRS1,7,3,7
JUND,7,3,7
KATNAL2,7,1,7
KCNA5,7,3,7
KCNJ11,7,2,7
KCNMB2-AS1,7,3,8
KIAA0930,7,2,8
KIF21A,7,2,7
KIF26B-AS1,7,3,8
KIF5A,7,2,7
KIF9,7,2,8
KLHDC3,7,3,7
KRT19,7,1,7
LANCL3,7,4,9
LARS2-AS1,7,2,9
LIMD2,7,2,7
LINC00882,7,3,7
LINC00907,7,3,7
LINC01151,7,3,7
LINC01266,7,2,7
LINC01436,7,1,7
LINC01494,7,1,7
LINC01551,7,2,7
LINC01630,7,1,7
LINC01877,7,2,7
LINC01945,7,3,7
LINC02102,7,2,7
LINC02299,7,3,7
LINC02326,7,2,7
LINC02391,7,3,7
LINC02427,7,2,7
LINC02457,7,2,8
LINC02645,7,4,8
LINC02714,7,2,8
LINC02763,7,1,7
LINC02790,7,2,7
LINC02798,7,4,8
LINC02993,7,2,7
LINGO1,7,3,9
LRRC2,7,2,7
LURAP1L-AS1,7,2,10
LZTS1,7,2,7
MAOB,7,3,8
MAPK8,7,3,10
MDH1B,7,1,7
MDM1,7,1,7
MEF2A,7,1,7
MEST,7,1,7
MIRLET7BHG,7,2,8
MKNK1,7,1,7
MROH7,7,1,7
MRPL34,7,4,7
MRPS17,7,4,7
MRPS26,7,3,7
MSTN,7,1,7
MTHFD1L,7,2,7
MTMR10,7,1,7
MTUS2-AS2,7,2,8
MYRIP,7,3,7
NAMA,7,1,7
NCS1,7,2,7
NEPRO-AS1,7,1,7
NEURL1B,7,1,7
NFIL3,7,2,7
NIBAN2,7,1,7
NPHP3,7,3,7
NPY1R,7,3,7
NTHL1,7,3,7
NTM-AS1,7,3,7
NUDT16,7,2,7
OR3A2,7,4,10
OR52H1,7,2,7
OTUD7B,7,1,7
OTX1,7,1,7
PACRG-AS2,7,2,8
PAPLN,7,2,7
PARP1,7,3,7
PBDC1,7,2,7
PCDH18,7,2,8
PCNA,7,3,7
PDCD4,7,2,7
PDE4B-AS1,7,4,10
PDK3,7,3,8
PDLIM3,7,2,9
PDXP,7,2,7
PEAK1,7,4,9
PHGDH,7,2,7
PHYH,7,1,7
PLAC4,7,1,7
PLK5,7,1,7
PLPPR5,7,3,8
PLS3-AS1,7,2,10
PPIF,7,3,8
PPP1R16A,7,1,7
PPP1R21,7,1,7
PPP1R9A-AS1,7,4,9
PPP2R1B,7,1,7
PPTC7,7,2,7
PRDM8-AS1,7,2,8
PRKAR1B,7,1,7
PRKCA,7,3,7
PRKD2,7,1,7
PROCR,7,3,10
PRSS3,7,2,8
PSMB3,7,3,7
PTAR1,7,3,7
PTCH2,7,4,8
PTGR2,7,1,7
PTPN3,7,3,7
PTPRS,7,1,7
PTRHD1,7,3,7
PUDP,7,1,7
RAB33A,7,3,8
RAD23A,7,2,7
RASGRF1,7,3,9
RETREG2,7,2,7
RNF113B,7,1,7
RNF157,7,1,7
RNF220,7,4,7
ROCR,7,1,7
ROPN1L,7,1,7
RPL7L1,7,3,7
RTL8A,7,4,7
RUVBL2,7,3,7
RYBP,7,2,7
RYR1,7,3,10
S100PBP,7,4,7
SAT1,7,2,7
SCARB1,7,3,7
SCG3,7,3,7
SCRG1,7,3,7
SF3A2,7,2,7
SH3GL3,7,2,7
SHISA9,7,4,7
SIGIRR,7,3,7
SLAIN1,7,2,7
SLC18A2,7,1,7
SLC22A6,7,3,8
SLC28A2,7,2,12
SLC35D2,7,1,7
SLC45A1,7,1,7
SLC6A7,7,3,8
SMC4,7,2,7
SMIM29,7,2,7
SMIM43,7,2,8
SMYD2,7,1,7
SNCB,7,3,7
SOHLH2,7,2,7
SPATA6L,7,2,7
SPG11,7,2,7
SPOPL-DT,7,2,7
SPRYD7,7,1,7
SRI,7,2,7
STC1,7,1,7
SUMO3,7,3,7
SUN2,7,2,7
SUN3,7,2,10
SYNPO2L-AS1,7,2,7
SYT11,7,2,7
SYT2,7,2,10
TACR3,7,1,7
TARBP1,7,3,8
TBC1D3D,7,4,10
TCF4-AS2,7,2,7
TCP1,7,2,7
TERF2IP,7,2,7
TEX14,7,3,9
TFAP2D,7,2,7
TGIF1,7,3,7
THRA,7,3,7
THSD4-AS1,7,2,11
TMED10,7,2,7
TMEM117,7,2,7
TMEM121B,7,3,7
TMEM200B,7,2,7
TMEM231,7,2,8
TMEM240,7,3,7
TMPRSS13,7,1,7
TNRC6B,7,1,7
TRIAP1,7,4,7
TRIM36,7,1,7
TRIM66,7,1,7
TSHR,7,1,7
TSPOAP1-AS1,7,2,8
TTC39A,7,3,8
UBQLN2,7,3,7
UGDH,7,1,7
UGT8,7,3,7
UNC79,7,1,7
UPB1,7,1,7
UQCC3,7,3,7
UST,7,5,8
VCAN-AS1,7,4,7
VEPH1,7,2,7
VLDLR-AS1,7,2,8
VPS37B,7,1,7
VRK2,7,3,7
VSTM5,7,3,7
WARS2-IT1,7,2,7
WDR62,7,3,7
WNT5B,7,3,11
ZBTB44-DT,7,1,7
ZDHHC11,7,2,7
ZFPM1,7,3,7
ZFTA,7,4,7
ZMAT2,7,3,7
ZNF181,7,1,7
ZNF438,7,1,7
ZNF483,7,1,7
ZNF487,7,3,8
ZNF518A,7,2,7
ZNF618,7,3,7
ZNF624,7,1,7
ZNF681,7,2,10
ZNF771,7,2,7
ZNF827,7,2,8
ABCB4,6,1,6
ABHD14A,6,3,6
ABR,6,1,6
ACSM1,6,1,6
ACSM6,6,2,6
ACSS1,6,1,6
ACTA2,6,1,6
ADAM15,6,1,6
ADAMTS10,6,1,6
ADAMTS15,6,2,6
ADAMTS17,6,3,6
ADGRG7,6,2,8
ADRA2C,6,2,6
ADRM1,6,3,6
AK1,6,4,6
ALPK1,6,2,6
ALPK3,6,1,6
ANAPC7,6,2,8
ANKRD42,6,2,6
ANXA11,6,3,7
ANXA5,6,3,6
AP1G2,6,2,7
AP2A2,6,3,6
APBA3,6,1,6
APLN,6,1,6
ARHGEF4,6,2,6
ARID1B,6,2,7
ASTN1,6,2,7
ATG9A,6,2,6
ATP10D,6,2,7
ATP1B1,6,3,6
ATP1B3,6,2,8
ATP5F1C,6,3,7
ATRAID,6,2,6
AUP1,6,3,6
B3GNTL1,6,1,6
BAZ2B,6,2,6
BCAN,6,3,6
BCORL1,6,1,6
BHLHA9,6,1,6
BLVRA,6,1,6
BNIP3,6,2,6
BOC,6,2,6
C17orf67,6,1,6
C1orf21,6,2,7
C21orf58,6,2,6
C2orf72,6,1,6
C3orf14,6,1,6
C8orf82,6,2,6
C9orf78,6,3,6
CACNA1G,6,3,6
CACNB4,6,3,6
CACNG2-DT,6,1,6
CACYBP,6,6,6
CALCRL,6,1,6
CAP2,6,3,7
CARMIL3,6,3,6
CATIP-AS2,6,1,6
CC2D1A,6,2,6
CCNB1IP1,6,2,9
CD27-AS1,6,3,6
CD59,6,3,6
CDHR1,6,2,6
CDK11B,6,1,6
CDK5,6,3,6
CDKL5,6,1,6
CDR2,6,2,7
CEBPD,6,3,7
CENPK,6,1,6
CENPO,6,2,7
CEP126,6,1,6
CFAP54,6,1,6
CFAP58,6,4,7
CFAP70,6,1,6
CFAP97,6,2,6
CHST8,6,2,6
CIP2A,6,2,7
CLIC5,6,2,7
COL21A1,6,2,6
COL23A1,6,1,6
COP1-DT,6,1,6
COX17,6,2,6
CPQ,6,1,6
CPT1A,6,2,9
CRACR2A,6,3,8
CREB3L2,6,3,9
CRYBG1,6,1,6
CRYGD,6,4,6
CSAD,6,2,6
CTXND1,6,4,9
CXCL13,6,1,6
CXCR4,6,2,6
CYP4V2,6,4,8
DACT3-AS1,6,1,6
DCAF11,6,3,6
DCTN6,6,3,6
DCXR,6,3,6
DDN-AS1,6,1,6
DEPTOR,6,3,7
DHDH,6,3,6
DHPS,6,3,6
DIAPH3,6,6,15
DLGAP1-AS5,6,3,6
DLL3,6,4,6
DMBX1,6,1,6
DNAJB6,6,2,6
DNALI1,6,2,7
DOK5,6,4,8
DPM3,6,2,6
DPP4-DT,6,1,6
DUSP6,6,3,6
DUSP8,6,1,6
DUT,6,4,6
EBP,6,3,6
ECH1,6,3,6
EFNB2,6,4,8
EFR3B,6,1,6
EGFL6,6,1,6
EGFL7,6,2,6
EGOT,6,2,8
EHMT1,6,3,10
EID2,6,4,6
EIF3I,6,4,6
EIF4E1B,6,1,6
EMC7,6,2,6
EML6-AS1,6,2,6
ENPEP,6,2,6
ENSG00000187186,6,3,6
ENSG00000213121,6,2,6
ENSG00000224076,6,1,6
ENSG00000224731,6,2,8
ENSG00000226239,6,2,8
ENSG00000226276,6,1,6
ENSG00000227240,6,3,7
ENSG00000228541,6,1,6
ENSG00000228560,6,2,6
ENSG00000228643,6,1,6
ENSG00000229294,6,2,6
ENSG00000230065,6,1,6
ENSG00000230894,6,2,6
ENSG00000233969,6,1,6
ENSG00000234902,6,1,6
ENSG00000236064,6,2,7
ENSG00000237773,6,3,6
ENSG00000242396,6,1,6
ENSG00000243176,6,1,6
ENSG00000243797,6,3,8
ENSG00000248694,6,1,6
ENSG00000249021,6,1,6
ENSG00000249112,6,2,6
ENSG00000249631,6,1,6
ENSG00000250310,6,1,6
ENSG00000250421,6,3,7
ENSG00000250493,6,2,7
ENSG00000251523,6,2,6
ENSG00000253334,6,3,6
ENSG00000253385,6,2,6
ENSG00000253551,6,1,6
ENSG00000253888,6,1,6
ENSG00000253992,6,3,7
ENSG00000254141,6,1,6
ENSG00000254180,6,3,6
ENSG00000254303,6,3,6
ENSG00000254846,6,2,6
ENSG00000255910,6,2,6
ENSG00000255931,6,1,6
ENSG00000256116,6,1,6
ENSG00000257095,6,2,6
ENSG00000257458,6,3,6
ENSG00000258394,6,1,6
ENSG00000258752,6,3,6
ENSG00000258928,6,1,6
ENSG00000259181,6,2,9
ENSG00000259357,6,1,6
ENSG00000259575,6,1,6
ENSG00000259715,6,1,6
ENSG00000260581,6,1,6
ENSG00000260793,6,1,6
ENSG00000260983,6,1,6
ENSG00000261460,6,1,6
ENSG00000261888,6,2,6
ENSG00000263603,6,2,6
ENSG00000263952,6,2,6
ENSG00000266709,6,1,6
ENSG00000267269,6,2,7
ENSG00000267393,6,2,6
ENSG00000267476,6,1,6
ENSG00000267774,6,2,6
ENSG00000267924,6,1,6
ENSG00000269968,6,1,6
ENSG00000270019,6,1,6
ENSG00000270071,6,1,6
ENSG00000270866,6,2,6
ENSG00000272797,6,1,6
ENSG00000272824,6,2,6
ENSG00000273664,6,1,6
ENSG00000274090,6,3,7
ENSG00000274215,6,1,6
ENSG00000275645,6,1,6
ENSG00000280011,6,1,6
ENSG00000283415,6,3,7
ENSG00000283648,6,3,6
ENSG00000285336,6,2,6
ENSG00000285548,6,4,7
ENSG00000285587,6,1,6
ENSG00000285612,6,2,6
ENSG00000285683,6,2,6
ENSG00000285684,6,1,6
ENSG00000285789,6,2,8
ENSG00000285877,6,2,6
ENSG00000285919,6,3,6
ENSG00000285971,6,2,6
ENSG00000286050,6,1,6
ENSG00000286071,6,3,6
ENSG00000286076,6,3,7
ENSG00000286100,6,3,7
ENSG00000286123,6,1,6
ENSG00000286291,6,1,6
ENSG00000286302,6,2,7
ENSG00000286642,6,2,6
ENSG00000286664,6,2,7
ENSG00000286693,6,3,8
ENSG00000286830,6,2,7
ENSG00000286895,6,2,6
ENSG00000286896,6,3,6
ENSG00000286922,6,1,6
ENSG00000287168,6,1,6
ENSG00000287195,6,1,6
ENSG00000287291,6,1,6
ENSG00000287334,6,1,6
ENSG00000287705,6,1,6
ENSG00000287708,6,1,6
ENSG00000287726,6,4,6
ENSG00000287745,6,1,6
ENSG00000287775,6,3,6
ENSG00000288059,6,1,6
ENSG00000288071,6,1,6
ENSG00000288771,6,3,7
ENSG00000288790,6,1,6
ENSG00000288830,6,1,6
ENSG00000288998,6,2,6
ENSG00000289030,6,1,6
ENSG00000289158,6,3,7
ENSG00000289413,6,1,6
ENSG00000289632,6,1,6
ENSG00000289727,6,1,6
ENSG00000289986,6,3,6
ENSG00000290285,6,3,6
ENSG00000290529,6,2,6
ENSG00000290846,6,2,6
ENSG00000290853,6,1,6
ENSG00000290941,6,1,6
ENSG00000290944,6,2,6
ENSG00000290947,6,1,6
ENSG00000291143,6,3,7
ENSG00000291181,6,2,6
ENTPD1,6,2,7
ERCC6,6,1,6
ETFA,6,2,7
EVC2,6,1,6
EZR,6,2,6
F3,6,3,8
FABP6,6,2,6
FAM149A,6,2,6
FAM3A,6,2,6
FAM43A,6,1,6
FAM83B,6,2,6
FAM88C,6,3,7
FBXO17,6,2,7
FGF1,6,1,6
FGF12-AS1,6,2,6
FGF13,6,3,7
FLRT2-AS1,6,1,6
FMNL3,6,1,6
FRMD4A-AS1,6,2,7
FSIP2-AS1,6,3,8
FUT8,6,3,7
FXYD1,6,4,6
GCNT2,6,1,6
GLI4,6,2,6
GLIDR,6,1,6
GLRA2,6,2,6
GOLGA8A,6,4,7
GPR162,6,2,6
GRIN2A,6,3,6
GSTM5,6,2,6
H2AC6,6,3,6
H2BC8,6,4,6
HAS1,6,2,7
HECW1,6,2,6
HERC2P9,6,1,6
HNF4G,6,2,6
HNMT,6,2,6
HOPX,6,2,6
HSPA13,6,4,6
HSPA1B,6,3,6
HTRA1,6,4,6
HULC,6,3,6
IDH3G,6,4,6
IFI6,6,3,7
IFNG-AS1,6,2,7
IGFBP3,6,1,6
IGSF8,6,2,6
IL18,6,1,6
IL1RL2,6,2,10
IQANK1,6,2,6
ISG20,6,1,6
ITGA6,6,3,7
ITGA7,6,2,6
ITPR2-AS1,6,1,6
JADE1,6,4,6
KBTBD11,6,3,6
KCNH7-AS1,6,4,6
KCNJ12,6,3,7
KCNMA1-AS1,6,3,6
KCNMB4,6,3,7
KCNV1,6,2,6
KDSR,6,2,6
KEL,6,1,6
KIF26B,6,5,6
KIZ-AS1,6,2,7
KLF3,6,3,6
KLHDC8A,6,4,6
KREMEN1,6,3,6
KRT35,6,1,6
LCIIAR,6,3,7
LHCGR,6,1,6
LIFR,6,2,6
LINC00313,6,2,6
LINC00410,6,2,6
LINC00540,6,2,6
LINC01162,6,2,6
LINC01206,6,1,6
LINC01250,6,1,6
LINC01362,6,2,7
LINC01515,6,4,6
LINC01572,6,2,6
LINC01791,6,1,6
LINC01965,6,3,7
LINC02097,6,1,6
LINC02397,6,3,6
LINC02454,6,2,7
LINC02594,6,1,6
LINC02646,6,1,6
LINC02666,6,2,6
LINC02720,6,2,7
LINC02742,6,2,7
LINC02754,6,2,7
LINC02796,6,2,6
LINC02827,6,1,6
LINC02885,6,2,7
LINC02923,6,1,6
LNCOC1,6,1,6
LPXN,6,2,7
LRBA,6,2,6
LRCH2,6,1,6
LRP2,6,2,6
LRWD1,6,2,6
LURAP1L,6,3,6
LYPD1,6,2,6
MAP3K15,6,2,6
MAP3K9-DT,6,2,6
MAPK8IP2,6,2,6
METTL8,6,1,6
MICOS10,6,3,6
MICU1,6,1,6
MIR4458HG,6,2,9
MKNK2,6,3,6
MMP11,6,2,6
MPC2,6,3,6
MRPL14,6,3,6
MRPL36,6,3,6
MRPL57,6,3,6
MRPS6,6,2,6
MST1,6,1,6
MT-ND4L,6,5,6
MTHFD2L,6,1,6
MTMR8,6,1,6
MYORG,6,1,6
MYOZ3,6,2,7
MZT1,6,2,6
NAV3,6,3,7
NCBP2AS2,6,4,6
NCK2,6,1,6
NDUFS3,6,3,6
NECTIN3,6,3,6
NEURL1,6,1,6
NMD3,6,3,7
NMNAT2,6,2,6
NOP56,6,2,6
NRIP3-DT,6,1,6
NT5C1B,6,1,6
NTNG1,6,1,6
NUDT4,6,2,6
OPRK1,6,2,6
OR1L8,6,1,6
OSTN-AS1,6,1,6
OTULINL,6,2,6
OTX2-AS1,6,2,6
OXR1,6,4,6
PADI2,6,2,6
PAF1,6,1,6
PARM1,6,3,7
PAUPAR,6,2,6
PCDHA2,6,3,7
PCLO,6,1,6
PDCD6IP-DT,6,1,6
PDSS2,6,2,7
PDYN-AS1,6,1,6
PDZD11,6,4,6
PHAX,6,3,6
PHB1,6,3,6
PHLDB1,6,1,6
PHTF2,6,1,6
PIERCE1,6,1,6
PIK3R2,6,4,6
PIR,6,2,7
PKN1,6,3,6
PLCL2,6,3,7
PLEKHG4B,6,3,6
PLPPR5-AS1,6,2,6
PLSCR1,6,3,6
PNKP,6,2,6
PNOC,6,1,6
POMGNT1,6,1,6
POMGNT2,6,1,6
POU6F2-AS2,6,1,6
PPFIA3,6,1,6
PPP2R5D,6,3,6
PRICKLE2-AS3,6,2,7
PRPF8,6,2,6
PSAT1,6,3,6
PSENEN,6,4,6
PSMA2,6,3,6
PSMC6,6,1,6
PSMD2,6,3,6
PTGES3L,6,1,6
PTPRB,6,2,6
PTPRC,6,1,6
PWWP2A,6,1,6
QARS1,6,3,6
RAB34,6,3,7
RAI14,6,2,6
RAMP2,6,5,6
RANBP3L,6,2,6
RFESD,6,1,6
RHPN1,6,2,8
RND2,6,2,7
RPRML,6,3,6
RSPO4,6,2,8
SARS1,6,3,6
SELENOM,6,3,6
SESTD1,6,2,7
SH3PXD2B,6,1,6
SHD,6,4,6
SHROOM4,6,1,6
SIPA1L2,6,5,8
SIRPA,6,2,7
SLC16A1-AS1,6,1,6
SLC16A8,6,2,6
SLC22A23,6,1,6
SLC22A24,6,2,8
SLC25A21,6,2,7
SLC2A1-DT,6,3,6
SLC35F2,6,3,6
SLC39A14,6,1,6
SLC44A5,6,3,6
SLC6A5,6,1,6
SLCO1C1,6,4,10
SNRNP25,6,3,6
SNRPG,6,4,6
SNX18,6,1,6
SNX25,6,1,6
SPA17,6,1,6
SPAG17,6,3,7
SPCS3-AS1,6,2,6
SPRN,6,3,6
SPTLC3,6,1,6
SSC4D,6,1,6
STOM,6,2,6
STOX2,6,1,6
STPG1,6,1,6
STS,6,3,6
SUPT16H,6,3,6
SYCP3,6,2,6
SYPL1,6,3,7
TAC3,6,2,6
TAFA2,6,3,7
TAFA5,6,1,6
TAGLN,6,1,6
TAGLN3,6,3,6
TALDO1,6,3,6
TBC1D10B,6,1,6
TBX20,6,2,6
TEPP,6,2,7
TESMIN,6,1,6
THADA,6,1,6
THBS1,6,1,6
THYN1,6,3,6
TIAM1,6,6,8
TIMP2,6,3,6
TJP1,6,2,6
TLK1,6,3,8
TM7SF2,6,3,6
TMED3,6,1,6
TMEM138,6,1,6
TMEM203,6,3,6
TMEM229B,6,1,6
TMEM255B,6,2,8
TMEM72,6,1,6
TRAF4,6,4,6
TRAPPC4,6,3,6
TRIM22,6,4,13
TRIM71,6,1,6
TSGA10,6,2,6
TSPAN18-AS1,6,1,6
UBA6-DT,6,4,6
UBE2Q2P13,6,1,6
USP35,6,1,6
VEGFD,6,1,6
VSTM4,6,2,6
WDR82,6,3,6
WHRN,6,3,10
WNT3,6,1,6
WSCD1,6,3,7
XACT,6,4,6
XPR1,6,3,9
YJEFN3,6,3,7
YWHAZ,6,2,6
ZFP36L2,6,2,7
ZNF185,6,1,6
ZNF20,6,1,6
ZNF217,6,3,8
ZNF385C,6,1,6
ZNF593,6,4,6
ZNF876P,6,1,6
ZNF99,6,1,6
AACS,5,2,5
ABCA3,5,2,5
ABCD2,5,2,5
ACOT11,5,1,5
ACTR1B,5,1,5
ADAM18,5,2,5
ADAMTS9-AS2,5,2,5
ADARB2-AS1,5,2,5
ADGRG1,5,3,5
AGAP1,5,3,6
AGPAT1,5,3,5
AHCY,5,2,5
AHSA1,5,3,5
AIF1L,5,3,5
AIP,5,3,5
AKAP13,5,2,6
AKR1C1,5,2,5
ALDH1A2,5,2,5
ALDH1A3,5,2,5
AMMECR1,5,2,5
AMOTL1,5,2,5
AMZ2P1,5,2,5
ANGPTL1,5,1,5
APH1A,5,2,5
APLP2,5,2,5
APMAP,5,2,5
APP,5,1,5
ARFGAP2,5,3,5
ARHGAP12,5,2,5
ARHGEF3,5,3,6
ARL4C,5,2,5
ARMCX1,5,3,5
ASNSD1,5,2,5
ASPM,5,3,5
ATG2A,5,3,5
ATP5PB,5,3,5
ATP6V0E1,5,1,5
ATP6V1E1,5,2,5
ATP6V1G2,5,3,5
AUH,5,2,6
AURKB,5,2,5
AUTS2,5,3,5
AVPR1A,5,1,5
B3GALT6,5,2,5
B4GALT6,5,1,5
B4GAT1-DT,5,1,5
BAIAP2L1,5,2,5
BBC3,5,2,5
BBX,5,2,5
BEND6,5,2,5
BHMT2,5,2,6
BLCAP,5,3,7
BOK-AS1,5,1,5
BRI3,5,3,5
BRME1,5,2,7
BTN3A1,5,1,5
BUB1B,5,3,5
C1QL3,5,3,10
C1QTNF6,5,1,5
C2orf49,5,2,5
C8orf90,5,1,5
CACNG4,5,1,5
CAMK1D,5,2,5
CARMIL2,5,3,5
CAV2,5,4,5
CBARP,5,2,5
CCDC127,5,2,5
CCDC13,5,1,5
CCDC198,5,3,5
CCDC50,5,3,6
CCNF,5,2,5
CCT3,5,3,5
CD164,5,2,5
CDC26,5,2,5
CDK9,5,1,5
CDV3,5,3,5
CELF5,5,1,5
CES2,5,2,5
CETN3,5,1,5
CFAP251,5,2,5
CFTR,5,2,5
CHCHD7,5,2,6
CHD3,5,3,5
CHID1,5,3,5
CHMP1A,5,2,5
CLDN23,5,1,5
CLIC4,5,3,5
CLN8,5,2,7
CLYBL,5,2,5
CNTNAP3C,5,2,6
COL4A4,5,2,5
COMMD10,5,1,5
COQ4,5,2,5
CRADD,5,2,5
CRTAP,5,1,5
CSDC2,5,2,5
CTBS,5,1,5
CTNNA2-AS1,5,1,5
CTSA,5,1,5
CTSLP2,5,1,5
CTTNBP2,5,3,6
CYBA,5,2,5
CYP2U1,5,3,7
CYTH2,5,2,5
CYYR1-AS1,5,2,5
DBP,5,3,5
DCAF6,5,1,5
DCDC1,5,2,5
DCTPP1,5,3,5
DCX,5,1,5
DDX43,5,1,5
DDX60L,5,2,7
DEPDC1B,5,5,5
DGCR6L,5,3,5
DICER1-AS1,5,1,5
DIO2,5,3,7
DIP2A,5,1,5
DIRAS1,5,4,5
DIRC3,5,1,5
DISP3,5,3,5
DIXDC1,5,1,5
DLEU7,5,2,5
DMAC1,5,3,5
DNAAF2,5,2,5
DNAH9,5,1,5
DNAJA2,5,2,5
DOCK4-AS1,5,1,5
DPP10-AS2,5,2,5
DPRX,5,1,5
DPY19L2P2,5,1,5
DTWD2,5,2,5
DYRK4,5,1,5
EAF2,5,2,5
EBF4,5,1,5
ECE1,5,1,5
EDN1,5,1,5
EEIG2,5,1,5
EFHC1,5,4,6
EGLN2,5,3,5
EGR1,5,4,5
EHD1,5,3,5
EIF4A3,5,2,5
EMC4,5,2,5
ENDOG,5,3,5
ENO4,5,2,5
ENSG00000219445,5,2,5
ENSG00000223944,5,2,6
ENSG00000225421,5,2,6
ENSG00000226022,5,2,6
ENSG00000227167,5,1,5
ENSG00000227218,5,3,5
ENSG00000227598,5,2,5
ENSG00000228142,5,1,5
ENSG00000228802,5,2,7
ENSG00000229191,5,2,6
ENSG00000229209,5,2,5
ENSG00000229673,5,3,5
ENSG00000229846,5,3,5
ENSG00000230759,5,1,5
ENSG00000231533,5,2,5
ENSG00000231829,5,2,7
ENSG00000232234,5,2,5
ENSG00000232536,5,1,5
ENSG00000233783,5,1,5
ENSG00000235292,5,1,5
ENSG00000236283,5,2,5
ENSG00000236295,5,1,5
ENSG00000236920,5,1,5
ENSG00000236948,5,1,5
ENSG00000237832,5,1,5
ENSG00000240499,5,2,5
ENSG00000241449,5,2,5
ENSG00000241882,5,1,5
ENSG00000242009,5,1,5
ENSG00000242021,5,1,5
ENSG00000242540,5,3,5
ENSG00000242880,5,3,5
ENSG00000244676,5,1,5
ENSG00000244757,5,2,5
ENSG00000248268,5,1,5
ENSG00000248636,5,2,6
ENSG00000249426,5,1,5
ENSG00000249679,5,2,6
ENSG00000249685,5,1,5
ENSG00000250592,5,1,5
ENSG00000250614,5,2,5
ENSG00000250842,5,2,5
ENSG00000251058,5,1,5
ENSG00000251555,5,1,5
ENSG00000251652,5,2,5
ENSG00000251670,5,1,5
ENSG00000253116,5,3,5
ENSG00000253214,5,2,5
ENSG00000253260,5,1,5
ENSG00000253270,5,1,5
ENSG00000253284,5,1,5
ENSG00000253629,5,1,5
ENSG00000253842,5,2,5
ENSG00000254048,5,2,6
ENSG00000254757,5,1,5
ENSG00000255118,5,2,5
ENSG00000255209,5,2,5
ENSG00000255595,5,2,5
ENSG00000256588,5,2,5
ENSG00000257657,5,1,5
ENSG00000257890,5,1,5
ENSG00000258162,5,3,5
ENSG00000258473,5,1,5
ENSG00000258631,5,3,7
ENSG00000258740,5,4,5
ENSG00000258843,5,1,5
ENSG00000258844,5,1,5
ENSG00000259007,5,1,5
ENSG00000259269,5,1,5
ENSG00000260071,5,2,5
